code,name,male couples,female couples,opposite-sex couples,total couples
SAL22926,Yelta (Vic.),0,0,82,80
SAL22927,Yendon,0,0,72,73
SAL22928,Yeo,0,0,35,35
SAL22929,Yeodene,0,0,28,28
SAL22930,Yering,0,0,29,29
SAL22931,Yeungroon,0,0,11,11
SAL22932,Yeungroon East,0,0,8,8
SAL22933,Yielima,0,0,26,28
SAL22934,Yinnar,0,0,246,246
SAL22935,Yinnar South,0,0,189,188
SAL22936,York Plains (Vic.),0,0,0,0
SAL22937,Youanmite,0,0,10,10
SAL22938,Youarang,0,0,4,4
SAL22939,Yulecart,0,0,34,34
SAL22940,Yundool,0,0,17,17
SAL22941,Yuroke,0,0,33,33
SAL22942,Yuulong,0,0,13,13
SAL22943,Zeerust,0,0,35,35
SAL22944,Zumsteins,0,0,0,0
SAL29797,Migratory - Offshore - Shipping (Vic.),0,0,0,0
SAL30001,Abbeywood,0,0,6,6
SAL30002,Abbotsford (Qld),0,0,0,0
SAL30003,Abercorn,0,0,10,10
SAL30004,Abergowrie,0,0,74,75
SAL30005,Abingdon Downs,0,0,3,3
SAL30006,Abington (Qld),0,0,12,12
SAL30007,Acacia Ridge,7,13,1257,1273
SAL30008,Acland,0,0,0,0
SAL30009,Adare,0,0,244,251
SAL30010,Adavale,0,0,19,19
SAL30011,Adelaide Park,0,0,112,112
SAL30012,Advancetown,6,0,130,133
SAL30013,Aeroglen,0,0,86,85
SAL30014,Agnes Water,0,0,601,607
SAL30015,Airdmillan,0,0,39,39
SAL30016,Airlie Beach,0,6,194,201
SAL30017,Airville,0,0,68,75
SAL30018,Aitkenvale,6,4,865,880
SAL30019,Alabama Hill,0,0,21,21
SAL30020,Albany Creek,8,23,4073,4107
SAL30021,Alberta,0,0,11,11
SAL30022,Alberton (Qld),0,0,123,122
SAL30023,Albinia,0,0,10,10
SAL30024,Albion (Brisbane - Qld),33,15,638,689
SAL30025,Albion (Richmond - Qld),0,0,12,12
SAL30026,Alderley,16,19,1470,1505
SAL30027,Aldershot,0,0,121,121
SAL30028,Aldoga,0,0,0,0
SAL30029,Alexandra (Qld),0,0,61,61
SAL30030,Alexandra Headland,7,7,905,921
SAL30031,Alexandra Hills,16,19,3744,3774
SAL30032,Algester,7,11,1964,1982
SAL30033,Alice Creek,0,0,12,12
SAL30034,Alice River,0,0,732,727
SAL30035,Allan,0,0,26,26
SAL30036,Allandale (Qld),0,0,16,16
SAL30037,Allenstown,6,4,411,420
SAL30038,Allenview,0,0,49,56
SAL30039,Alligator Creek (Mackay - Qld),0,0,226,226
SAL30040,Alligator Creek (Townsville - Qld),0,4,382,387
SAL30041,Allora,0,0,258,268
SAL30042,Alloway,0,0,104,100
SAL30043,Almaden,0,0,5,9
SAL30044,Aloomba,0,0,127,127
SAL30045,Alpha,0,0,124,126
SAL30046,Alsace,0,0,5,5
SAL30047,Alton Downs,0,3,321,326
SAL30048,Alva,0,0,60,60
SAL30049,Amamoor,0,0,161,161
SAL30050,Amamoor Creek,0,0,10,10
SAL30051,Amaroo (Qld),0,0,0,0
SAL30052,Amber,0,0,0,0
SAL30053,Amberley,0,0,3,3
SAL30054,Ambrose,0,0,42,42
SAL30055,Amby,0,0,15,15
SAL30056,Amiens,0,0,69,69
SAL30057,Amity,0,0,109,109
SAL30058,Anakie Siding,0,0,25,25
SAL30059,Andergrove,13,11,2059,2080
SAL30060,Anderleigh,0,0,28,29
SAL30061,Andromache,0,0,3,3
SAL30062,Anduramba,0,0,22,22
SAL30063,Annandale (Qld),7,15,2007,2024
SAL30064,Annerley,50,44,2216,2311
SAL30065,Anstead,0,0,401,404
SAL30066,Anthony,0,0,38,38
SAL30067,Antigua,0,0,36,35
SAL30068,Apple Tree Creek,0,0,162,162
SAL30069,Applethorpe,0,0,141,143
SAL30070,Arafura Sea,0,0,0,0
SAL30071,Araluen (Qld),0,0,178,178
SAL30072,Aramac,0,0,71,77
SAL30073,Aramara,0,0,17,17
SAL30074,Arana Hills,9,11,1657,1678
SAL30075,Aranbanga,0,0,3,3
SAL30076,Aratula (Qld),0,0,146,146
SAL30077,Arbouin,0,0,0,0
SAL30078,Arcadia (Qld),0,0,51,54
SAL30079,Arcadia Valley,0,0,37,37
SAL30080,Archer River,0,0,3,3
SAL30081,Archerfield,4,0,88,91
SAL30082,Arcturus,0,0,35,35
SAL30083,Argyll,0,0,7,7
SAL30084,Armstrong Beach,0,0,213,217
SAL30085,Armstrong Creek (Qld),0,0,89,89
SAL30086,Aroona,0,8,873,884
SAL30087,Arriga,0,0,45,45
SAL30088,Arundel,10,11,2576,2597
SAL30089,Ascot (Brisbane - Qld),16,13,1350,1376
SAL30090,Ascot (Toowoomba - Qld),0,0,32,32
SAL30091,Ashfield (Qld),3,4,265,274
SAL30092,Ashgrove,19,11,2982,3015
SAL30093,Ashmore,21,12,2572,2605
SAL30094,Ashwell,0,0,24,24
SAL30095,Aspley,13,16,2957,2989
SAL30096,Atherton,7,8,1471,1484
SAL30097,Athol,0,0,33,39
SAL30098,Atkinsons Dam,0,0,38,38
SAL30099,Aubigny,0,0,62,65
SAL30100,Auburn (Qld),0,0,0,0
SAL30101,Auchenflower,10,16,1235,1262
SAL30102,Augathella,0,0,85,85
SAL30103,Augustine Heights,9,14,1426,1447
SAL30104,Aurukun,0,0,150,150
SAL30105,Austinville,0,0,98,104
SAL30106,Avenell Heights,3,7,981,986
SAL30107,Avoca (Qld),0,7,1127,1126
SAL30108,Avoca Vale,0,0,9,9
SAL30109,Avondale (Qld),0,4,164,166
SAL30110,Ayr,3,5,1770,1782
SAL30111,Babinda (Qld),0,0,259,264
SAL30112,Back Plains,0,0,24,24
SAL30113,Badu Island,0,0,103,103
SAL30114,Baffle Creek,0,0,34,34
SAL30115,Baffle West,0,0,0,0
SAL30116,Bahrs Scrub,6,9,1001,1011
SAL30117,Bajool,0,0,109,109
SAL30118,Bakers Bend,0,0,3,3
SAL30119,Bakers Creek (Qld),0,0,338,337
SAL30120,Baking Board,0,0,24,24
SAL30121,Balberra,0,0,102,102
SAL30122,Balcomba,0,0,4,4
SAL30123,Bald Hills (Qld),8,17,1577,1609
SAL30124,Bald Knob,0,0,82,85
SAL30125,Balgal Beach,0,0,234,240
SAL30126,Balgowan (Qld),0,0,3,3
SAL30127,Ball Bay,0,0,103,103
SAL30128,Ballandean,0,0,90,93
SAL30129,Ballard,0,0,45,42
SAL30130,Ballaroo,0,0,15,15
SAL30131,Ballogie,3,0,47,48
SAL30132,Balmoral (Qld),10,10,955,976
SAL30133,Balmoral Ridge,0,0,81,79
SAL30134,Balnagowan,0,0,112,113
SAL30135,Bamaga,0,0,152,157
SAL30136,Bambaroo,0,0,38,38
SAL30137,Bamboo,0,0,37,37
SAL30138,Bamboo Creek,0,0,18,18
SAL30139,Ban Ban,0,0,5,5
SAL30140,Ban Ban Springs,0,0,9,9
SAL30141,Banana,0,0,84,85
SAL30142,Bancroft,0,0,23,23
SAL30143,Bangalee (Qld),0,3,47,56
SAL30144,Banks Creek,0,0,3,3
SAL30145,Banks Pocket,0,0,56,56
SAL30146,Banksia Beach,6,14,2177,2200
SAL30147,Bannockburn (Qld),0,0,216,214
SAL30148,Banyo,15,14,1357,1387
SAL30149,Bapaume,0,0,26,26
SAL30150,Barakula,0,0,0,0
SAL30151,Baralaba,0,0,72,72
SAL30152,Barambah,0,0,10,10
SAL30153,Barcaldine,0,4,302,306
SAL30154,Bardon,18,21,2308,2350
SAL30155,Baree,0,0,37,37
SAL30156,Barellan Point,0,4,319,321
SAL30157,Bargara,8,10,2239,2257
SAL30158,Bargunyah,0,0,9,9
SAL30159,Baringa,6,10,1035,1054
SAL30160,Barker Creek Flat,0,0,13,13
SAL30161,Barkly (Qld),0,0,0,0
SAL30162,Barlil,0,0,10,10
SAL30163,Barlows Hill,0,0,199,199
SAL30164,Barlyne,0,0,0,0
SAL30165,Barmaryee,0,0,245,247
SAL30166,Barmoya,0,0,23,23
SAL30167,Barnard,0,0,11,11
SAL30168,Barney Point,0,0,174,171
SAL30169,Barney View,0,0,7,7
SAL30170,Baroondah,0,0,0,0
SAL30171,Barramornie,0,0,3,3
SAL30172,Barratta (Qld),0,0,21,21
SAL30173,Barrine,0,0,91,93
SAL30174,Barringha,0,0,16,16
SAL30175,Barringun,0,0,4,4
SAL30176,Barron,0,0,16,16
SAL30177,Barron Gorge,0,0,0,0
SAL30178,Bartle Frere,0,0,43,46
SAL30179,Barwidgi,0,0,0,0
SAL30180,Basalt (Qld),0,0,50,50
SAL30181,Basilisk,0,0,0,0
SAL30182,Basin Pocket,0,0,172,173
SAL30183,Battery Hill,3,0,574,582
SAL30184,Bauhinia,0,0,7,7
SAL30185,Bauple,5,0,154,161
SAL30186,Bauple Forest,0,0,0,0
SAL30187,Bayrick,0,0,3,3
SAL30188,Bayview Heights,0,8,999,1007
SAL30189,Beach Holm,0,0,7,6
SAL30190,Beachmere,7,9,1169,1180
SAL30191,Beaconsfield (Qld),0,15,1281,1293
SAL30192,Beatrice,0,0,34,34
SAL30193,Beaudesert,0,3,1238,1246
SAL30194,Beaver Rock,0,0,15,15
SAL30195,Bedourie,0,0,22,22
SAL30196,Beebo,0,0,7,7
SAL30197,Beecher,0,0,234,239
SAL30198,Beechmont,0,6,222,224
SAL30199,Beelbee,0,0,7,7
SAL30200,Beelbi Creek,0,0,34,34
SAL30201,Beenaam Valley,0,0,16,16
SAL30202,Beenleigh,10,14,1363,1380
SAL30203,Beerburrum,0,0,222,224
SAL30204,Beeron,0,0,3,3
SAL30205,Beerwah,5,12,1723,1744
SAL30206,Begonia,0,0,18,16
SAL30207,Beilba,0,0,10,10
SAL30208,Belcong,0,0,10,10
SAL30209,Belgian Gardens,3,7,393,398
SAL30210,Belivah,0,0,128,128
SAL30211,Bell (Qld),0,0,90,93
SAL30212,Bella Creek,0,0,16,16
SAL30213,Bellara,0,9,673,682
SAL30214,Bellbird Park,9,17,1805,1829
SAL30215,Bellbowrie,6,9,1393,1404
SAL30216,Bellenden Ker,0,0,57,57
SAL30217,Bellevue (Qld),0,0,0,0
SAL30218,Bellfield (Qld),0,0,0,0
SAL30219,Belli Park,0,0,179,184
SAL30220,Bellmere,0,8,1280,1293
SAL30221,Bells Bridge,0,0,57,57
SAL30222,Bells Creek,0,0,83,84
SAL30223,Bellthorpe,0,0,34,36
SAL30224,Belmont (Qld),5,4,1103,1109
SAL30225,Belmunda,0,0,0,0
SAL30226,Belvedere,0,0,197,195
SAL30227,Belyando,0,0,13,16
SAL30228,Bemerside,0,0,73,73
SAL30229,Benair,0,0,35,35
SAL30230,Benaraby,0,4,318,316
SAL30231,Benarkin,0,0,14,11
SAL30232,Benarkin North,0,0,77,77
SAL30233,Benholme,0,0,20,20
SAL30234,Benobble,0,0,9,9
SAL30235,Benowa,9,12,2329,2347
SAL30236,Bentley Park,11,12,1665,1689
SAL30237,Berajondo,0,0,26,26
SAL30238,Berat,0,0,34,34
SAL30239,Bergen,0,0,21,21
SAL30240,Berrinba,0,0,486,488
SAL30241,Berserker,4,10,1165,1178
SAL30242,Bethania,10,11,1189,1209
SAL30243,Biarra,0,0,60,61
SAL30244,Biboohra,0,0,131,126
SAL30245,Biddaddaba,0,0,45,46
SAL30246,Biddeston,0,0,70,70
SAL30247,Bidwill (Qld),0,0,131,136
SAL30248,Biggenden,0,0,160,160
SAL30249,Biggera Waters,11,21,1971,1999
SAL30250,Bilinga,5,3,390,395
SAL30251,Billa Billa,0,0,30,30
SAL30252,Biloela,3,13,1129,1144
SAL30253,Bilyana,0,0,48,48
SAL30254,Bindebango,0,0,9,9
SAL30255,Bingegang,0,0,3,3
SAL30256,Bingil Bay,0,0,97,97
SAL30257,Binjour,0,0,28,28
SAL30258,Binna Burra (Qld),0,0,0,0
SAL30259,Birdsville,0,0,19,20
SAL30260,Birkalla,0,0,42,42
SAL30261,Birkdale,8,21,3578,3608
SAL30262,Birnam (Scenic Rim - Qld),0,0,30,30
SAL30263,Birnam (Toowoomba - Qld),0,0,18,18
SAL30264,Birtinya,3,9,877,882
SAL30265,Black Duck Creek,0,0,4,4
SAL30266,Black Jack,0,0,38,38
SAL30267,Black Mountain (Qld),10,0,406,414
SAL30268,Black River (Qld),4,0,360,363
SAL30269,Black Snake,0,0,19,24
SAL30270,Blackall,0,0,327,323
SAL30271,Blackbull,0,0,0,0
SAL30272,Blackbutt (Qld),0,0,177,177
SAL30273,Blackbutt North,0,0,99,103
SAL30274,Blackbutt South,0,0,33,33
SAL30275,Blackdown,0,0,0,0
SAL30276,Blackrock,0,0,80,80
SAL30277,Blacks Beach,4,5,820,828
SAL30278,Blacksoil,0,0,17,20
SAL30279,Blackstone,5,3,249,255
SAL30280,Blackswamp,0,0,8,8
SAL30281,Blackwater,4,12,856,874
SAL30282,Blairmore,0,0,0,0
SAL30283,Blanchview,0,0,50,50
SAL30284,Blantyre,0,0,17,17
SAL30285,Blaxland (Qld),0,0,15,15
SAL30286,Blenheim,0,0,64,64
SAL30287,Bli Bli,7,16,2516,2540
SAL30288,Bloomfield,0,0,42,42
SAL30289,Bloomsbury,4,3,127,130
SAL30290,Blue Mountain,0,0,17,13
SAL30291,Blue Mountain Heights,0,0,283,283
SAL30292,Bluewater,5,0,250,254
SAL30293,Bluewater Park,0,3,263,269
SAL30294,Bluff,0,0,70,70
SAL30295,Blythdale,0,0,12,12
SAL30296,Boatman,0,0,5,5
SAL30297,Bogandilla,0,0,5,5
SAL30298,Bogie,0,0,36,34
SAL30299,Bohle,0,0,25,25
SAL30300,Bohle Plains,5,14,1002,1024
SAL30301,Boigu Island,0,0,15,15
SAL30302,Bokarina,4,7,455,465
SAL30303,Bollier,0,0,53,53
SAL30304,Bollon,0,0,41,41
SAL30305,Bolwarra (Qld),0,0,0,0
SAL30306,Bombeeta,0,0,34,34
SAL30307,Bon Accord,0,0,11,11
SAL30308,Bondoola,0,0,139,133
SAL30309,Bongaree,7,13,2042,2071
SAL30310,Bongeen,0,0,13,13
SAL30311,Bonnie Doon (Qld),0,0,149,149
SAL30312,Bonogin,8,5,1256,1267
SAL30313,Bonshaw (Qld),0,0,3,3
SAL30314,Bony Mountain,0,0,22,23
SAL30315,Boodua,0,0,17,22
SAL30316,Boogan,0,0,30,30
SAL30317,Booie,0,0,285,286
SAL30318,Boolboonda,0,0,12,12
SAL30319,Boolburra,0,0,6,6
SAL30320,Boompa,0,0,22,22
SAL30321,Boonah (Qld),3,0,538,545
SAL30322,Boonara,0,0,19,19
SAL30323,Boonarga,0,0,7,7
SAL30324,Boondall,20,14,2091,2122
SAL30325,Boondandilla,0,0,0,0
SAL30326,Boondooma,0,0,17,17
SAL30327,Boonooroo,0,0,97,97
SAL30328,Boonooroo Plains,0,0,0,0
SAL30329,Booral (Qld),0,5,405,404
SAL30330,Booroobin,0,0,66,66
SAL30331,Booubyjan,0,0,27,27
SAL30332,Booval,5,3,407,426
SAL30333,Booyal,0,0,58,58
SAL30334,Borallon,0,0,20,20
SAL30335,Boreen Point,0,0,82,87
SAL30336,Boronia Heights,5,10,1466,1478
SAL30337,Bororen,0,0,99,99
SAL30338,Boulder Creek,0,0,4,4
SAL30339,Bouldercombe,0,0,256,261
SAL30340,Boulia,0,0,51,51
SAL30341,Bountiful Islands,0,0,0,0
SAL30342,Bowen,0,17,2283,2305
SAL30343,Bowen Hills,47,17,776,830
SAL30344,Bowenville,0,0,56,56
SAL30345,Boyland,3,0,211,217
SAL30346,Boyne Island,0,4,1085,1088
SAL30347,Boyne Valley,0,0,76,76
SAL30348,Boynedale,0,0,0,0
SAL30349,Boyneside,0,0,18,18
SAL30350,Boynewood,0,0,26,34
SAL30351,Bracalba,0,0,25,25
SAL30352,Bracewell,0,0,48,48
SAL30353,Bracken Ridge,19,30,4079,4124
SAL30354,Braemeadows,0,0,81,81
SAL30355,Braemore,0,0,34,34
SAL30356,Bramston Beach,0,0,49,49
SAL30357,Branch Creek,0,0,9,9
SAL30358,Branchview,0,0,7,7
SAL30359,Brandon,0,0,260,260
SAL30360,Brandy Creek (Qld),0,0,29,29
SAL30361,Branyan,0,9,1159,1167
SAL30362,Brassall,7,27,2247,2284
SAL30363,Bray Park (Qld),6,15,2241,2260
SAL30364,Breadalbane (Qld),0,0,6,6
SAL30365,Breakaway,0,0,38,38
SAL30366,Breddan,0,0,114,114
SAL30367,Brendale,3,0,517,523
SAL30368,Bribie Island North,0,0,0,0
SAL30369,Bridgeman Downs,10,10,2841,2864
SAL30370,Bridges,0,0,68,68
SAL30371,Brigalow,0,0,39,39
SAL30372,Brightly,0,0,16,16
SAL30373,Brighton (Qld),11,31,2194,2237
SAL30374,Brightview,0,0,208,210
SAL30375,Brigooda,0,0,3,3
SAL30376,Bringalily,0,0,14,14
SAL30377,Brinsmead,6,8,1331,1342
SAL30378,Brisbane Airport,0,0,0,0
SAL30379,Brisbane City,81,31,2036,2145
SAL30380,Broadbeach,20,4,1298,1322
SAL30381,Broadbeach Waters,20,12,1841,1878
SAL30382,Broadmere,0,0,12,12
SAL30383,Broadwater (Qld),0,0,74,74
SAL30384,Broken River,0,0,0,0
SAL30385,Bromelton,0,0,35,35
SAL30386,Brookfield (Qld),0,0,938,938
SAL30387,Brookhill,0,0,19,19
SAL30388,Brooklands,0,0,75,75
SAL30389,Brookstead,0,0,40,40
SAL30390,Brookwater,4,8,762,770
SAL30391,Brooloo,0,0,87,95
SAL30392,Brooweena,0,0,22,22
SAL30393,Broughton (Qld),0,0,161,165
SAL30394,Brovinia,0,0,0,0
SAL30395,Browns Plains (Qld),4,4,1167,1175
SAL30396,Broxburn,0,0,24,24
SAL30397,Brush Creek,0,0,8,8
SAL30398,Bryden,0,0,9,9
SAL30399,Brymaroo,0,0,37,37
SAL30400,Buaraba,0,0,49,49
SAL30401,Buaraba South,0,0,0,0
SAL30402,Bucasia,7,9,1071,1082
SAL30403,Bucca (Qld),0,0,252,252
SAL30404,Buccan,0,3,509,507
SAL30405,Buckingham (Qld),0,0,0,0
SAL30406,Buckland (Qld),0,0,14,14
SAL30407,Buddina,6,0,895,899
SAL30408,Buderim,47,35,7620,7700
SAL30409,Budgee,0,0,6,6
SAL30410,Bukali,0,0,17,17
SAL30411,Bulgun,0,0,79,82
SAL30412,Bulimba,26,19,1797,1839
SAL30413,Bullcamp,0,0,21,21
SAL30414,Bulleringa,0,0,0,0
SAL30415,Bulli Creek,0,0,0,0
SAL30416,Bulloo Downs,0,0,0,0
SAL30417,Bullyard,0,0,49,49
SAL30418,Bulwer,0,0,7,8
SAL30419,Bunburra,0,0,33,33
SAL30420,Bundaberg Central,0,0,8,8
SAL30421,Bundaberg East,4,7,541,550
SAL30422,Bundaberg North,7,13,1129,1145
SAL30423,Bundaberg South,4,6,513,526
SAL30424,Bundaberg West,0,0,365,362
SAL30425,Bundall,15,3,1124,1148
SAL30426,Bundamba,14,12,1203,1233
SAL30427,Bundi,0,0,9,9
SAL30428,Bundoora (Qld),0,0,0,0
SAL30429,Bungaban,0,0,10,10
SAL30430,Bungadoo,0,0,80,80
SAL30431,Bungalow,0,3,306,308
SAL30432,Bungeworgorai,0,0,16,16
SAL30433,Bungil (Qld),0,0,18,18
SAL30434,Bungundarra,0,0,153,153
SAL30435,Bungunya,0,0,10,10
SAL30436,Bunjurgen,0,0,27,27
SAL30437,Bunya,5,6,538,542
SAL30438,Bunya Creek,0,0,21,21
SAL30439,Bunya Mountains,0,0,27,26
SAL30440,Burbank,0,0,285,292
SAL30441,Burdell,13,12,1641,1670
SAL30442,Burgowan,0,0,7,7
SAL30443,Burketown,0,0,33,33
SAL30444,Burleigh,0,0,10,10
SAL30445,Burleigh Heads,14,14,2160,2192
SAL30446,Burleigh Waters,11,10,3322,3339
SAL30447,Burncluith,0,0,36,36
SAL30448,Burnett Creek,0,0,7,7
SAL30449,Burnett Heads,3,3,686,693
SAL30450,Burnside (Qld),6,4,713,728
SAL30451,Burpengary,22,23,3642,3684
SAL30452,Burpengary East,8,15,2336,2369
SAL30453,Burra Burri,0,0,9,9
SAL30454,Burrar Islet,0,0,0,0
SAL30455,Burrum Heads,4,8,762,770
SAL30456,Burrum River,0,0,63,63
SAL30457,Burrum Town,0,0,40,46
SAL30458,Burton (Qld),0,0,0,0
SAL30459,Burua,0,0,220,220
SAL30460,Bushland Beach,7,4,1606,1619
SAL30461,Bushley,0,0,10,10
SAL30462,Butchers Creek,0,0,13,13
SAL30463,Buxton (Qld),0,0,139,139
SAL30464,Bybera,0,0,0,0
SAL30465,Byee,0,0,4,4
SAL30466,Byellee,0,0,0,0
SAL30467,Byfield,0,0,61,68
SAL30468,Bymount,0,0,10,10
SAL30469,Byrnestown,0,0,14,14
SAL30470,Cabarlah,0,0,325,324
SAL30471,Caboolture,22,37,5424,5487
SAL30472,Caboolture South,8,11,1393,1413
SAL30473,Caboonbah,0,0,3,3
SAL30474,Cadarga,0,0,3,3
SAL30475,Caffey,0,0,11,11
SAL30476,Cainbable,0,0,22,22
SAL30477,Cairdbeign,0,0,19,19
SAL30478,Cairns City,8,3,398,411
SAL30479,Cairns North,16,12,672,699
SAL30480,Calamvale,19,8,4131,4160
SAL30481,Calavos,0,0,79,77
SAL30482,Calcium,0,0,6,6
SAL30483,Caldervale,0,0,3,3
SAL30484,Calen,0,0,73,73
SAL30485,Calgoa,0,0,6,6
SAL30486,Calico Creek,0,0,42,41
SAL30487,Calingunee,0,0,3,3
SAL30488,Callandoon,0,0,6,6
SAL30489,Callemondah,0,0,12,12
SAL30490,Callide,0,0,18,18
SAL30491,Calliope (Qld),0,4,1179,1187
SAL30492,Caloundra,0,7,771,782
SAL30493,Caloundra West,4,12,1614,1633
SAL30494,Calvert (Qld),0,0,79,79
SAL30495,Camboon (Qld),0,0,12,12
SAL30496,Cambooya,0,0,498,498
SAL30497,Cambridge (Qld),0,0,3,3
SAL30498,Cambroon,0,0,49,49
SAL30499,Cameby,0,0,18,18
SAL30500,Cameron Corner,0,0,4,4
SAL30501,Camira (Qld),4,13,1731,1744
SAL30502,Camooweal,0,0,32,32
SAL30503,Camp Creek (Qld),0,0,29,29
SAL30504,Camp Hill,23,38,2864,2924
SAL30505,Camp Mountain,4,4,358,363
SAL30506,Campaspe,0,0,30,30
SAL30507,Campbell Creek,0,0,0,0
SAL30508,Campbells Pocket,0,0,20,20
SAL30509,Campwin Beach,0,0,133,133
SAL30510,Canaga,0,0,22,22
SAL30511,Canal Creek,0,0,3,3
SAL30512,Cania,0,0,8,8
SAL30513,Canina,0,0,93,93
SAL30514,Cannindah,0,0,9,9
SAL30515,Canning Creek,0,0,0,0
SAL30516,Canningvale,0,0,35,35
SAL30517,Cannon Creek (Scenic Rim - Qld),0,0,18,18
SAL30518,Cannon Creek (Southern Downs - Qld),0,0,12,12
SAL30519,Cannon Hill,14,22,1483,1512
SAL30520,Cannon Valley,0,0,271,274
SAL30521,Cannonvale,8,6,1339,1349
SAL30522,Canoona,0,0,21,21
SAL30523,Canungra,0,3,342,345
SAL30524,Capalaba,12,21,4073,4103
SAL30525,Cape Cleveland,0,0,33,33
SAL30526,Cape Conway,0,0,0,0
SAL30527,Cape Gloucester,0,0,24,24
SAL30528,Cape Hillsborough,0,0,15,15
SAL30529,Cape Tribulation,0,0,14,14
SAL30530,Capella,0,0,182,179
SAL30531,Captain Creek,0,0,89,93
SAL30532,Captains Mountain,0,0,16,16
SAL30533,Caravonica,0,3,484,485
SAL30534,Carbine Creek,0,0,9,9
SAL30535,Carbrook,0,0,311,316
SAL30536,Cardstone,0,0,0,0
SAL30537,Cardwell,0,0,267,273
SAL30538,Carina (Qld),23,30,2562,2615
SAL30539,Carina Heights,16,14,1504,1532
SAL30540,Carindale,14,19,4188,4225
SAL30541,Carmila,0,0,75,74
SAL30542,Carmoo,0,0,43,46
SAL30543,Carnarvon Park,0,0,0,0
SAL30544,Carneys Creek,0,0,23,21
SAL30545,Carole Park,0,0,0,0
SAL30546,Caroline Crossing,0,0,13,13
SAL30547,Carpendale,0,0,30,30
SAL30548,Carpentaria,0,0,0,0
SAL30549,Carrandotta,0,0,0,0
SAL30550,Carrara,17,14,3020,3046
SAL30551,Carrington (Qld),0,4,54,59
SAL30552,Carruchan,0,0,58,58
SAL30553,Carseldine,14,20,2351,2390
SAL30554,Carstairs,0,0,31,31
SAL30555,Carters Ridge,0,0,117,119
SAL30556,Cashmere,5,9,1332,1346
SAL30557,Cassowary,0,0,36,36
SAL30558,Castaways Beach,4,3,193,199
SAL30559,Castle Creek (Qld),0,0,10,10
SAL30560,Castle Hill (Qld),0,0,260,261
SAL30561,Cattle Creek (North Burnett - Qld),0,0,3,3
SAL30562,Cattle Creek (Toowoomba - Qld),0,0,6,6
SAL30563,Causeway Lake,0,0,27,27
SAL30564,Cawarral,0,0,204,206
SAL30565,Cawdor (Qld),0,0,98,98
SAL30566,Cecil Plains,0,0,88,88
SAL30567,Cedar Creek (Logan - Qld),0,3,211,217
SAL30568,Cedar Creek (Moreton Bay - Qld),0,0,225,224
SAL30569,Cedar Grove,4,0,487,495
SAL30570,Cedar Pocket,0,0,87,87
SAL30571,Cedar Vale,3,4,683,689
SAL30572,Cedarton,0,0,28,28
SAL30573,Cement Mills,0,0,8,8
SAL30574,Centenary Heights,4,4,1287,1293
SAL30575,Ceratodus,0,0,7,7
SAL30576,Chahpingah,0,0,10,10
SAL30577,Chambers Flat,4,0,623,624
SAL30578,Chances Plain,0,0,41,41
SAL30579,Chandler (Qld),4,0,365,362
SAL30580,Chapel Hill (Qld),12,9,2724,2745
SAL30581,Charlestown (Qld),0,0,17,17
SAL30582,Charleville,0,0,564,566
SAL30583,Charlton (Qld),0,0,26,28
SAL30584,Charlwood,0,0,38,38
SAL30585,Charters Towers City,3,4,360,368
SAL30586,Chatsworth (Qld),6,0,331,336
SAL30587,Cheeseborough,0,0,7,7
SAL30588,Chelmer,3,0,771,772
SAL30589,Chelmsford,0,0,24,24
SAL30590,Chelona,0,0,27,27
SAL30591,Cheltenham (Qld),0,0,3,3
SAL30592,Cherbourg,0,0,101,101
SAL30593,Chermside,36,33,2018,2090
SAL30594,Chermside West,16,15,1579,1606
SAL30595,Cherry Creek,0,0,8,8
SAL30596,Cherry Gully,0,0,0,0
SAL30597,Cherwell,0,0,0,0
SAL30598,Chevallum,0,0,120,124
SAL30599,Chewko,0,0,51,51
SAL30600,Childers (Qld),0,5,296,298
SAL30601,Chillagoe,0,0,41,41
SAL30602,Chinchilla,0,6,1329,1339
SAL30603,Chinghee Creek,0,0,10,10
SAL30604,Chirnside,0,0,11,11
SAL30605,Christmas Creek,0,0,20,20
SAL30606,Churchable,0,0,71,71
SAL30607,Churchill (Qld),0,3,293,292
SAL30608,Chuwar,0,0,538,544
SAL30609,Cinnabar,0,0,20,20
SAL30610,Clagiraba,0,0,165,172
SAL30611,Clairview,0,0,39,39
SAL30612,Clara Creek,0,0,8,8
SAL30613,Claraville,0,0,3,3
SAL30614,Clare (Qld),0,0,43,43
SAL30615,Clarendon (Qld),0,0,44,44
SAL30616,Clarke Creek,0,0,8,8
SAL30617,Clayfield,48,17,2180,2244
SAL30618,Clear Island Waters,8,3,1051,1060
SAL30619,Clear Mountain,0,3,227,231
SAL30620,Clemant,0,0,0,0
SAL30621,Clermont,0,3,623,635
SAL30622,Cleveland (Qld),15,11,3676,3699
SAL30623,Clifford,0,0,10,10
SAL30624,Clifton (Qld),3,0,287,292
SAL30625,Clifton Beach (Qld),10,4,757,764
SAL30626,Clinton (Qld),4,7,1305,1316
SAL30627,Clintonvale,0,0,14,14
SAL30628,Cloncurry,3,3,487,498
SAL30629,Clontarf (Moreton Bay - Qld),5,24,1749,1777
SAL30630,Clontarf (Toowoomba - Qld),0,0,6,6
SAL30631,Closeburn,0,0,148,155
SAL30632,Cloyna,0,4,31,34
